MSSubClass	MSZoning	LotFrontage	LotArea	LotShape	LotConfig	Neighborhood	Condition1	BldgType	HouseStyle	OverallQual	OverallCond	YearBuilt	YearRemodAdd	RoofStyle	Exterior2nd	MasVnrType	MasVnrArea	ExterQual	ExterCond	Foundation	BsmtQual	BsmtExposure	BsmtFinType1	BsmtFinSF1	BsmtUnfSF	TotalBsmtSF	HeatingQC	CentralAir	Electrical	X1stFlrSF	X2ndFlrSF	GrLivArea	BsmtFullBath	BsmtHalfBath	FullBath	HalfBath	BedroomAbvGr	KitchenQual	TotRmsAbvGrd	Fireplaces	GarageType	GarageYrBlt	GarageFinish	GarageCars	GarageArea	PavedDrive	MoSold	YrSold	SaleType	SaleCondition	ExteriorFirst	BsmtUnfSf	BathToRoom	SalePrice
20	RL	4.1431347264	9.4782278171	Reg	Inside	SawyerW	RRAe	1Fam	1Story	6	5	2004	2004	Gable	VinylSd	None	4.3820266347	TA	TA	PConc	Gd	No	ALQ	6.8469431396	217	7.0544496581	Ex	Y	SBrkr	7.0544496581	0	7.0544496581	1	0	1	1	3	Gd	5	0	Detchd	2006	Unf	2	6.3561076607	Y	5	2006	New	Partial	VinylSd	5.3798973535	1	11.970350312
75	RM	4.0943445622	8.881836305	Reg	Inside	IDOTRR	Norm	1Fam	2.5Unf	5	7	1920	1996	Gable	MetalSd	None	6.4313310819	TA	TA	BrkTil	TA	No	Unf	4.6443908991	530	6.2728770065	TA	N	SBrkr	6.3647507569	6.2728770065	7.0130157896	0	0	1	0	3	Fa	6	0	Detchd	1935	Unf	1	5.6629604801	N	3	2007	WD	Normal	MetalSd	6.2728770065	0.3333333333	11.5228757958
120	RL	3.7841896339	8.7705943299	IR1	Inside	NridgHt	Norm	TwnhsE	1Story	8	5	2006	2006	Gable	VinylSd	Stone	5.1817835503	Gd	TA	PConc	Gd	Mn	GLQ	3.1780538303	1346	7.2225660188	Ex	Y	SBrkr	7.2225660188	0	7.2225660188	0	0	2	0	2	Gd	6	1	Attchd	2006	RFn	2	6.1820849067	Y	10	2007	WD	Normal	VinylSd	7.2048925102	1	12.2184951655
70	RM	3.9120230054	9.2398991742	IR1	Inside	OldTown	RRAn	1Fam	2Story	7	6	1921	1950	Gable	Stucco	None	5.6629604801	TA	TA	BrkTil	TA	No	Unf	5.0498560072	576	6.3561076607	Gd	Y	SBrkr	6.8046145201	6.6945620585	7.4442486495	0	0	2	0	3	TA	9	0	Detchd	1990	Unf	2	6.1737861039	Y	4	2010	WD	Normal	Stucco	6.3561076607	0.6666666667	11.8493977016
60	RL	4.3820266347	9.1458018508	Reg	Inside	CollgCr	Norm	1Fam	2Story	7	5	1997	1998	Gable	VinylSd	BrkFace	6.3508857167	TA	TA	PConc	Gd	No	GLQ	6.6052979209	318	6.9631899859	Ex	Y	SBrkr	6.9631899859	6.884486652	7.6177595766	1	0	2	1	3	Gd	8	0	Attchd	1998	RFn	2	6.4692503168	Y	2	2009	WD	Normal	VinylSd	5.7620513828	1.3333333333	12.2991075115
60	RL	4.3307333403	9.1685804377	Reg	Inside	NridgHt	Norm	1Fam	2Story	8	5	2004	2005	Gable	VinylSd	BrkFace	5.8406416574	Gd	TA	PConc	Ex	Av	Unf	6.3368257311	1143	7.0414116638	Ex	Y	SBrkr	7.0414116638	7.1929342212	7.8131872675	0	0	2	1	4	Gd	9	1	BuiltIn	2004	RFn	3	6.7475865268	Y	10	2007	WD	Normal	VinylSd	7.0414116638	0.75	12.6666570529
20	RL	3.9120230054	9.8984750107	Reg	Inside	NAmes	PosA	1Fam	1Story	7	5	1970	1989	Gable	Plywood	BrkFace	5.6594822158	TA	TA	CBlock	Gd	Gd	GLQ	6.8156399901	1035	7.5740450054	TA	Y	SBrkr	7.6993894063	0	7.6993894063	1	0	2	0	3	TA	7	1	Attchd	1970	RFn	2	6.3561076607	Y	7	2010	WD	Normal	Plywood	6.9421567057	1	12.1007121299
20	RL	4.276666119	9.2747226309	IR1	Inside	CollgCr	Norm	1Fam	1Story	7	5	2003	2003	Gable	VinylSd	BrkFace	5.1179938124	Gd	TA	PConc	Gd	Av	GLQ	6.9206715042	440	7.2813856636	Ex	Y	SBrkr	7.2991214627	0	7.2991214627	1	0	2	0	3	Gd	7	0	Attchd	2003	RFn	2	6.3243589624	Y	6	2007	WD	Normal	VinylSd	6.0867747269	1	12.3282902783
30	RM	3.8501476017	8.4355492024	Reg	Corner	OldTown	Artery	1Fam	1Story	4	6	1945	1950	Gable	MetalSd	None	4.6821312271	TA	Gd	CBlock	TA	No	Unf	5.4116460519	747	6.6160651851	TA	Y	SBrkr	6.6160651851	0	6.6160651851	0	0	1	0	2	TA	4	0	Attchd	1945	Unf	1	5.3936275464	Y	6	2010	WD	Normal	MetalSd	6.6160651851	0.5	11.2897819137
50	RL	4.3944491547	9.6545773746	Reg	Corner	ClearCr	Norm	1Fam	1.5Fin	7	4	1953	1953	Gable	AsbShng	None	5.6629604801	Gd	TA	CBlock	TA	No	BLQ	6.4019171967	701	7.1731917425	TA	Y	SBrkr	7.1731917425	6.8906091201	7.734996194	0	0	2	0	3	TA	7	1	Attchd	1953	Fin	2	6.5027900459	Y	7	2006	WD	Normal	BrkFace	6.552507887	0.6666666667	12.3238556812
20	RL	4.5538768916	9.521568058	IR1	Inside	NAmes	Norm	1Fam	1Story	7	6	1973	1973	Gable	Plywood	BrkFace	7.0166096839	TA	Gd	CBlock	Gd	Gd	ALQ	7.5390270558	343	7.706612914	Ex	Y	SBrkr	7.706612914	0	7.706612914	1	0	2	0	3	TA	8	2	Attchd	1973	Fin	2	6.2461067655	Y	2	2007	WD	Normal	Plywood	5.8377304472	1	12.4049235043
20	RL	4.2341065046	8.9357719387	Reg	Corner	Mitchel	Norm	1Fam	1Story	4	6	1982	2006	Gable	Plywood	None	4.5849674787	TA	TA	CBlock	TA	No	ALQ	6.3368257311	280	6.7393366274	TA	Y	SBrkr	6.7393366274	0	6.7393366274	1	0	1	0	2	TA	4	0	Detchd	1987	Unf	2	5.8861040315	Y	6	2007	WD	Normal	HdBoard	5.6347896032	1	11.7714361601
60	RL	4.3040650932	9.2243418916	IR1	Corner	Gilbert	Norm	1Fam	2Story	7	5	1998	1998	Gable	VinylSd	BrkFace	3.6888794541	TA	TA	PConc	Gd	No	Unf	5.3890717298	832	6.7238324408	Gd	Y	SBrkr	6.785587645	6.7250336422	7.4489161025	0	0	2	1	3	TA	7	1	Attchd	1998	Fin	2	6.0567840132	Y	12	2009	WD	Normal	VinylSd	6.7238324408	1	12.1281111041
20	RL	4.4426512565	9.2301429993	Reg	Inside	NAmes	Norm	1Fam	1Story	5	7	1954	2003	Gable	Wd Sdng	BrkFace	4.6443908991	TA	TA	CBlock	TA	No	ALQ	5.7683209958	404	6.9902565005	Gd	Y	SBrkr	6.9902565005	0	6.9902565005	1	0	1	0	3	TA	6	0	Attchd	1989	Unf	2	6.1944053911	Y	5	2010	WD	Normal	Wd Sdng	6.001414878	0.6666666667	11.8837991283
50	RM	4.0943445622	8.6638875706	Reg	Corner	OldTown	Norm	1Fam	2Story	3	6	1915	1950	Gambrel	VinylSd	None	5.257495372	Gd	Gd	CBlock	Fa	No	Unf	4.7535901911	840	6.7334018918	Gd	N	SBrkr	6.7334018918	6.6398758338	7.3808790356	0	0	2	0	3	TA	8	0	Detchd	1915	Unf	1	5.9375362051	Y	5	2010	WD	Normal	VinylSd	6.7334018918	0.6666666667	11.5843154611
180	RM	3.0445224377	7.375255778	Reg	Inside	MeadowV	Norm	Twnhs	SLvl	4	5	1973	1973	Gable	CmentBd	None	4.6821312271	TA	TA	CBlock	Gd	Gd	GLQ	6.1355648911	0	6.1355648911	TA	Y	SBrkr	6.2653012127	6.1355648911	6.8956826977	1	0	1	0	2	TA	5	0	BuiltIn	1973	Unf	1	5.6937321388	Y	11	2009	WD	Normal	CemntBd	4.4188406078	1	11.4186147855
20	RL	4.0943445622	9.0448759322	IR1	Inside	NAmes	Norm	1Fam	1Story	4	7	1956	1956	Gable	VinylSd	None	5.7037824747	TA	TA	CBlock	TA	No	ALQ	5.429345629	724	6.8585650348	Ex	Y	FuseA	6.8585650348	0	6.8585650348	0	0	1	0	2	TA	4	0	Detchd	1956	Unf	1	5.6454468976	Y	4	2008	WD	Normal	VinylSd	6.5847913924	0.5	11.8185702378
50	RM	3.9120230054	9.0635789906	Reg	Inside	BrkSide	Norm	1Fam	1.5Fin	5	5	1948	2001	Gable	Wd Sdng	None	5.8406416574	TA	TA	CBlock	TA	No	BLQ	5.81711116	295	6.5102583405	TA	Y	SBrkr	6.9772813416	5.3612921657	7.1585139973	1	0	1	0	2	TA	6	0	Detchd	1948	Unf	1	5.4806389233	Y	1	2008	WD	Normal	Wd Sdng	5.6869753563	1	11.7519423654
90	RL	4.276666119	9.2852622985	Reg	Inside	Sawyer	Norm	Duplex	1Story	4	5	1968	1968	Hip	HdBoard	None	5.723585102	TA	TA	CBlock	TA	No	Unf	3.1780538303	1768	7.4776042432	TA	N	SBrkr	7.4776042432	0	7.4776042432	0	0	2	0	4	TA	8	0	Detchd	2002	RFn	0	6.2690962837	Y	4	2010	WD	Normal	HdBoard	7.4776042432	0.5	11.8240798936
50	RM	4.0943445622	9.2533998614	Reg	Corner	OldTown	Norm	1Fam	2Story	5	6	1910	1981	Gable	Wd Sdng	None	5.170483995	TA	TA	PConc	TA	No	Unf	5.669880923	440	6.0867747269	Gd	Y	SBrkr	6.5250296578	6.3062752869	7.1147694484	0	0	1	1	2	TA	5	0	Detchd	1966	Unf	2	6.0867747269	Y	5	2009	WD	Normal	Wd Sdng	6.0867747269	1	11.6082356448
60	RL	4.605170186	9.4727046364	Reg	Corner	NAmes	Norm	1Fam	2Story	6	6	1968	1968	Gable	VinylSd	BrkFace	6.3561076607	TA	Gd	CBlock	Gd	No	Rec	6.1047932324	448	6.797940413	TA	Y	SBrkr	7.074963198	6.8669332845	7.669495251	0	0	2	1	4	Gd	8	1	Attchd	1968	Fin	1	6.2324480166	Y	6	2009	WD	Normal	VinylSd	6.1047932324	0.75	12.1730327915
120	RM	3.4657359028	8.4118326758	Reg	FR2	Mitchel	Norm	TwnhsE	1Story	6	5	1998	1998	Hip	VinylSd	BrkFace	6.09356977	TA	Gd	PConc	Ex	No	GLQ	7.0909098221	36	7.1204443724	Ex	Y	SBrkr	7.1981835771	0	7.1981835771	1	0	2	0	2	TA	5	0	Attchd	1998	Fin	2	6.0038870671	Y	3	2006	WD	Normal	VinylSd	3.5835189385	1.5	11.941455846
20	RL	4.3567088267	9.2307310616	Reg	Inside	Somerst	Norm	1Fam	1Story	8	5	2007	2007	Gable	VinylSd	Stone	6.1484682959	TA	TA	PConc	Gd	No	GLQ	3.4965075615	1530	7.3543623304	Ex	Y	SBrkr	7.3543623304	0	7.3543623304	0	0	2	0	3	Gd	6	1	Attchd	2007	RFn	3	6.6306833856	Y	10	2008	WD	Normal	VinylSd	7.3330230144	0.6666666667	12.4090134895
20	RL	4.3820266347	9.0929072751	IR1	Inside	NAmes	Norm	1Fam	1Story	5	5	1960	1960	Gable	MetalSd	BrkCmn	4.189654742	TA	TA	CBlock	TA	No	Unf	5.6629604801	1065	6.9707300781	Gd	Y	SBrkr	6.9707300781	0	6.9707300781	0	0	1	1	3	TA	6	0	Detchd	1974	Unf	2	6.133398043	Y	7	2007	COD	Normal	MetalSd	6.9707300781	0.6666666667	11.7479975871
80	RL	4.248495242	9.0513446405	IR1	Inside	Gilbert	Norm	1Fam	SLvl	7	5	1995	1996	Gable	HdBoard	BrkFace	3.0910424534	TA	TA	PConc	Gd	No	Unf	6.0306852603	384	5.9506425526	Gd	Y	SBrkr	6.6895992692	6.5072777124	7.2957350727	0	0	2	1	3	TA	7	1	BuiltIn	1995	Fin	2	5.9914645471	Y	5	2009	WD	Normal	HdBoard	5.9506425526	1	12.0346910288
60	RL	4.7957905456	9.6840247191	Reg	Corner	NoRidge	Norm	1Fam	2Story	8	5	1991	1992	Hip	HdBoard	BrkFace	5.6489742382	Gd	TA	CBlock	Gd	No	Unf	4.0253516907	1288	7.1608459067	Ex	Y	SBrkr	7.1708884785	7.0175061429	7.7902823807	0	0	2	1	4	Gd	9	1	Attchd	1991	Unf	2	6.1355648911	Y	4	2006	WD	Normal	HdBoard	7.1608459067	0.75	12.46843691
60	RL	4.8040210447	9.3852176219	IR2	Inside	Gilbert	Norm	1Fam	2Story	6	5	2005	2005	Gable	VinylSd	None	5.7430031878	Gd	TA	PConc	Gd	Av	Unf	6.492239835	684	6.5279579176	Ex	Y	SBrkr	6.5279579176	6.7753660909	7.3524411002	0	0	2	1	3	Gd	6	1	BuiltIn	2005	Fin	2	5.9914645471	Y	3	2009	WD	Normal	VinylSd	6.5279579176	1	12.0668105782
160	FV	3.6888794541	8.2817239904	Reg	Corner	Somerst	Norm	TwnhsE	2Story	6	5	2009	2009	Gable	VinylSd	Stone	4.3307333403	Gd	TA	PConc	Gd	Av	Unf	5.2626901889	612	6.4167322825	Ex	Y	SBrkr	6.4167322825	6.4167322825	7.1098794631	0	0	2	1	2	Gd	4	0	Detchd	2009	RFn	2	6.2690962837	Y	6	2009	New	Partial	VinylSd	6.4167322825	1.5	12.0106658492
20	RL	4.0943445622	8.9959087613	Reg	Inside	CollgCr	Norm	1Fam	1Story	4	5	1994	1995	Gable	VinylSd	None	3.4339872045	TA	TA	PConc	Gd	No	GLQ	6.3767269479	402	6.8977049431	Ex	Y	SBrkr	6.8977049431	0	6.8977049431	1	0	1	0	3	TA	5	0	Attchd	1998	Unf	0	5.5759491031	Y	8	2007	WD	Normal	VinylSd	5.9964520886	0.6666666667	11.724805824
20	RL	4.0943445622	8.881836305	Reg	Inside	NAmes	Norm	1Fam	1Story	4	5	1950	1950	Gable	Wd Sdng	None	5.0172798368	TA	TA	Slab	TA	Gd	Rec	6.6515718736	0	6.9469759921	TA	Y	FuseA	6.9469759921	0	6.9469759921	0	0	1	0	2	TA	4	0	Detchd	1950	Unf	2	6.0402547113	Y	7	2006	WD	Normal	BrkFace	3.1354942159	0.5	11.6073261404
20	RL	4.4426512565	9.0478214425	Reg	Inside	NAmes	Norm	1Fam	1Story	5	3	1961	1961	Hip	HdBoard	BrkCmn	5.313205979	TA	TA	CBlock	TA	No	Rec	6.3969296552	635	7.1188262491	TA	Y	SBrkr	7.1188262491	0	7.1188262491	0	0	1	0	2	TA	6	0	Attchd	1961	Unf	2	6.1737861039	Y	12	2006	WD	Abnorml	HdBoard	6.4536249989	0.5	11.4988265406
30	RL	4.3820266347	9.5000204471	IR1	Inside	Crawfor	Norm	1Fam	1Story	5	7	1921	2006	Gable	Wd Sdng	None	0	TA	Gd	BrkTil	Gd	No	ALQ	6.5694814204	163	6.7753660909	Ex	Y	SBrkr	6.8710912946	0	6.8710912946	1	0	1	0	2	TA	5	0	Detchd	1921	Unf	2	6.0684255882	Y	8	2009	WD	Normal	Wd Sdng	5.0937502008	1	12.0045682693
190	C (all)	4.0943445622	8.881836305	Reg	Corner	OldTown	Norm	2fmCon	2.5Unf	6	6	1910	1998	Hip	MetalSd	None	5.7683209958	TA	TA	BrkTil	TA	Mn	Rec	6.9527286446	168	7.1016759716	Ex	N	SBrkr	7.1388669999	6.938284484	7.7367436825	0	1	2	0	4	TA	9	1	Detchd	1900	Unf	2	6.2265366693	Y	11	2007	WD	Normal	MetalSd	5.1239639794	0.75	11.8048485317
60	RL	4.2341065046	9.1417402805	IR1	Inside	CollgCr	Norm	1Fam	2Story	6	5	1997	1997	Gable	VinylSd	None	4.6634390941	TA	Gd	PConc	Gd	No	GLQ	6.4738906964	176	6.7141705299	Ex	Y	SBrkr	6.8079349437	6.7810576259	7.4877337614	1	0	2	1	3	Gd	7	0	Attchd	1997	RFn	2	6.5279579176	Y	5	2007	WD	Normal	VinylSd	5.170483995	1.3333333333	12.2295450017
60	RL	4.3040650932	9.1865598433	IR2	Corner	Gilbert	Norm	1Fam	2Story	6	8	1993	1993	Gable	VinylSd	BrkFace	4.2195077052	Ex	Gd	PConc	Gd	No	ALQ	5.7365722975	370	6.5220927982	Gd	Y	SBrkr	6.5220927982	6.6720329455	7.2930176798	0	0	2	1	3	TA	6	1	BuiltIn	1993	Fin	2	6.0402547113	Y	4	2009	WD	Normal	VinylSd	5.9135030056	1	12.1281111041
20	RL	4.3567088267	9.2363979063	IR1	Inside	CollgCr	Norm	1Fam	1Story	7	5	1999	1999	Gable	VinylSd	BrkFace	5.2094861528	Gd	TA	PConc	Gd	Av	ALQ	7.0578979374	426	7.3702306418	Ex	Y	SBrkr	7.3702306418	0	7.3702306418	0	0	2	0	3	Gd	6	0	Attchd	1999	RFn	2	6.1569789856	Y	8	2006	WD	Normal	VinylSd	6.0544393463	0.6666666667	12.273731294
20	RL	4.2904594411	9.2984428202	Reg	Inside	Edwards	Norm	1Fam	1Story	4	5	1965	1965	Hip	HdBoard	BrkFace	3.8712010109	TA	TA	CBlock	TA	No	Rec	6.2538288116	440	6.8669332845	TA	Y	FuseF	6.8669332845	0	6.8669332845	1	0	1	0	3	TA	6	0	Attchd	1965	Fin	1	6.0684255882	P	5	2007	WD	Normal	HdBoard	6.0867747269	0.6666666667	11.4589971229
30	RL	4.4426512565	9.2709649938	Reg	Corner	Edwards	Norm	1Fam	1Story	5	5	1920	1950	Gable	Wd Sdng	None	5.6629604801	TA	TA	BrkTil	TA	No	ALQ	4.6821312271	350	6.1268691841	Fa	N	SBrkr	6.7274317249	0	6.7274317249	0	0	1	0	2	TA	5	0	Basment	1920	Unf	1	5.9026333334	Y	5	2010	COD	Abnorml	Wd Sdng	5.8579331545	0.5	11.3265958868
20	RL	4.3438054219	9.1399179077	IR1	Inside	NAmes	Norm	1Fam	1Story	4	5	1959	1959	Gable	Plywood	None	4.7874917428	TA	TA	CBlock	TA	No	ALQ	6.3438804341	381	6.8564619846	Fa	Y	SBrkr	7.110696123	0	7.110696123	1	0	1	1	3	TA	6	0	Attchd	1962	Fin	0	5.9080829382	Y	1	2010	WD	Normal	Plywood	5.9427993751	1	11.7671800113
20	RL	4.3174881135	9.2688922589	IR1	Inside	NWAmes	Norm	1Fam	1Story	6	7	1977	2001	Gable	Plywood	BrkFace	3.3322045102	TA	TA	PConc	TA	Mn	ALQ	7.0900768358	410	7.383989458	Gd	Y	SBrkr	7.383989458	0	7.383989458	1	0	2	0	3	Gd	6	2	Attchd	1977	RFn	2	6.1737861039	Y	2	2010	WD	Normal	Plywood	6.0161571597	1	12.2307652581
60	RL	4.3438054219	9.1276107244	Reg	Inside	SawyerW	Norm	1Fam	2Story	6	5	1985	1985	Gable	HdBoard	BrkFace	5.81711116	Gd	TA	CBlock	Gd	No	Unf	5.3936275464	741	6.6080006253	TA	Y	SBrkr	6.884486652	6.6267177492	7.4570320891	0	0	2	1	3	Gd	7	1	Attchd	1985	Fin	2	6.1654178542	Y	6	2010	WD	Normal	HdBoard	6.6080006253	1	12.0895388293
90	RL	4.1588830834	8.8562335561	Reg	Inside	SawyerW	Norm	Duplex	1Story	5	5	1979	1979	Gable	HdBoard	None	5.170483995	TA	Fa	Slab	Gd	No	Unf	7.1008519089	0	7.3092123657	TA	Y	SBrkr	7.33628566	0	7.33628566	0	0	2	0	4	TA	8	0	Attchd	1979	Unf	2	6.0161571597	Y	6	2009	WD	Alloca	HdBoard	6.492239835	0.5	11.6865762053
20	RL	4.5432947823	9.2497533743	IR1	Corner	CollgCr	Norm	1Fam	1Story	7	5	2009	2009	Gable	VinylSd	None	6.9536842109	TA	TA	PConc	Gd	No	Unf	6.0637852087	1226	7.1115121165	Ex	Y	SBrkr	7.1115121165	0	7.1115121165	0	0	2	0	3	Gd	6	0	Attchd	2009	RFn	3	6.6066501862	Y	5	2010	WD	Normal	VinylSd	7.1115121165	0.6666666667	12.2005574648
50	RM	4.0943445622	8.956479848	Reg	Corner	IDOTRR	Norm	1Fam	1.5Fin	7	4	1931	1950	Gable	Stucco	BrkFace	6.3969296552	TA	Fa	PConc	TA	No	LwQ	5.4116460519	816	6.9469759921	Ex	Y	FuseF	7.1115121165	6.3835066349	7.5054922747	0	0	1	1	4	TA	7	2	Detchd	1951	Unf	1	5.4806389233	Y	6	2007	WD	Normal	Stucco	6.704414355	0.5	12.0406082058
60	FV	4.3174881135	9.1458018508	Reg	Inside	Somerst	Norm	1Fam	2Story	8	5	2003	2004	Hip	VinylSd	BrkFace	6.6437897331	Gd	TA	PConc	Ex	No	Unf	3.1780538303	1053	6.9593985121	Ex	Y	SBrkr	6.9593985121	6.8448154792	7.5968944381	0	0	2	1	3	Gd	9	1	Attchd	2003	RFn	2	6.4738906964	Y	8	2008	WD	Normal	VinylSd	6.9593985121	1	12.4292161968
30	RM	4.0943445622	9.2873014131	Reg	Inside	OldTown	Norm	1Fam	1Story	4	7	1885	1995	Mansard	VinylSd	None	4.7874917428	TA	TA	BrkTil	Fa	No	Unf	2.7725887222	641	6.4630294569	Gd	Y	SBrkr	6.9536842109	0	6.9536842109	0	0	1	0	2	TA	6	0	Detchd	1954	Unf	1	5.6094717952	N	8	2007	WD	Normal	VinylSd	6.4630294569	0.5	11.512925465
20	RM	3.9120230054	8.6995147482	Reg	Inside	OldTown	Norm	1Fam	1Story	5	5	1948	1950	Gable	VinylSd	None	4.4998096703	TA	TA	CBlock	TA	No	ALQ	4.6443908991	516	6.6707663208	Ex	Y	SBrkr	6.6707663208	0	6.6707663208	0	0	1	0	2	TA	5	0	Detchd	1948	Unf	1	5.5214609179	Y	4	2008	WD	Partial	VinylSd	6.2461067655	0.5	11.6526874073
50	RM	4.4426512565	9.0478214425	Reg	Corner	IDOTRR	Artery	1Fam	1.5Fin	5	7	1919	2005	Gable	CmentBd	None	0	TA	TA	CBlock	TA	No	Unf	4.7535901911	793	6.6758232216	TA	N	FuseF	6.90475077	6.2538288116	7.3244899793	0	0	2	0	3	Fa	7	0	Attchd	1940	Unf	0	5.4380793089	N	8	2007	WD	Normal	CemntBd	6.6758232216	0.6666666667	11.6526874073
20	RL	4.6539603502	9.3716936223	IR1	Inside	NWAmes	Norm	1Fam	1Story	6	6	1977	1977	Hip	Plywood	BrkFace	6.1737861039	TA	TA	CBlock	Gd	No	BLQ	6.5581978028	1139	7.5196924041	Ex	Y	SBrkr	7.5196924041	0	7.5196924041	0	0	2	0	3	TA	7	1	Attchd	1977	RFn	2	6.3026189757	Y	1	2010	COD	Normal	Plywood	7.0379059634	0.6666666667	12.1547793511
50	RL	4.3174881135	9.1616752	Reg	Inside	Edwards	Norm	1Fam	1.5Fin	6	4	1954	1972	Gable	Wd Sdng	None	5.7004435734	TA	TA	CBlock	TA	No	Rec	6.0958245624	550	6.9017372067	Gd	Y	SBrkr	7.1033220625	6.4599044544	7.525639975	0	0	2	0	4	TA	7	0	Attchd	1954	Unf	1	5.7838251823	Y	10	2006	WD	Normal	Wd Sdng	6.3099182782	0.5	11.8270060113
80	RL	4.1588830834	8.9554481223	IR1	Inside	Gilbert	Norm	1Fam	SLvl	7	5	2000	2000	Gable	VinylSd	None	5.6629604801	TA	TA	PConc	Gd	No	GLQ	5.5214609179	134	5.9506425526	Ex	Y	SBrkr	6.6515718736	6.4861607889	7.2654297233	0	0	2	1	3	TA	7	1	BuiltIn	2000	Fin	2	5.9914645471	Y	4	2010	WD	Normal	VinylSd	4.8978398	1	12.1007121299
60	RL	4.3438054219	9.2068342326	Reg	Inside	CollgCr	Norm	1Fam	2Story	7	5	2007	2007	Gable	VinylSd	Stone	5.3936275464	Gd	TA	PConc	Ex	Av	GLQ	6.8916258971	280	7.1420365747	Ex	Y	SBrkr	7.1561766375	7.2541778465	7.899524472	1	0	2	1	4	Ex	10	1	BuiltIn	2007	Fin	3	6.6745613918	Y	10	2007	New	Partial	VinylSd	5.6347896032	1	12.8583197035
20	RL	4.605170186	9.9522777167	Reg	Corner	Crawfor	Norm	1Fam	1Story	6	5	1953	1953	Hip	Wd Sdng	BrkFace	5.2149357576	TA	Gd	CBlock	Gd	Mn	ALQ	3.5553480615	905	7.5005294854	TA	Y	SBrkr	7.7226775165	0	7.7226775165	1	0	2	0	3	Gd	7	2	Basment	1953	Unf	2	6.1092475828	Y	10	2007	COD	Abnorml	Wd Sdng	6.8079349437	1	12.2876526325
70	RL	4.1108738642	8.8899973573	IR1	Inside	Crawfor	Norm	1Fam	2Story	6	8	1945	2002	Gambrel	Wd Sdng	None	5.5012582105	TA	TA	CBlock	TA	No	ALQ	6.6515718736	104	6.935370446	Ex	Y	SBrkr	7.2696167496	6.7844570626	7.7493224647	1	0	2	1	3	Gd	9	1	Detchd	1945	Unf	1	5.1929568509	Y	7	2007	WD	Normal	Wd Sdng	4.6443908991	1.3333333333	12.4665119816
160	FV	3.5263605246	8.0802374162	Reg	Corner	Somerst	Norm	TwnhsE	2Story	6	5	1999	1999	Gable	MetalSd	BrkFace	7.0290875641	TA	TA	PConc	Gd	No	GLQ	6.0378709199	310	6.591673732	Gd	Y	SBrkr	6.591673732	6.591673732	7.2848209126	0	0	2	1	2	TA	5	1	Detchd	1999	Unf	2	6.0867747269	Y	6	2007	WD	Normal	MetalSd	5.7365722975	1.5	12.078239274
20	RL	4.6539603502	9.3601387371	Reg	Inside	Sawyer	Norm	1Fam	1Story	5	5	1962	1962	Gable	Wd Sdng	BrkFace	4.7535901911	TA	TA	CBlock	TA	No	LwQ	5.1357984371	252	6.9957661563	TA	Y	SBrkr	6.9957661563	0	6.9957661563	0	1	1	0	3	TA	6	1	Attchd	1962	Unf	1	5.6629604801	Y	9	2009	WD	Normal	Wd Sdng	5.5294290875	0.6666666667	11.8422292121
20	RL	4.3040650932	9.052047793	Reg	Corner	Edwards	Norm	1Fam	1Story	5	5	2006	2007	Gable	VinylSd	None	5.7430031878	TA	TA	PConc	Gd	No	Unf	5.7037824747	1125	7.0255383146	Gd	Y	SBrkr	7.0255383146	0	7.0255383146	0	0	1	1	2	TA	5	0	Attchd	2007	Unf	2	6.0637852087	Y	4	2007	New	Partial	VinylSd	7.0255383146	1	11.9511803959
60	RL	4.4998096703	9.4235143923	Reg	Corner	SawyerW	Norm	1Fam	2Story	7	5	1990	1990	Hip	Plywood	None	5.1474944768	TA	TA	PConc	Gd	Mn	GLQ	7.2930176798	203	7.422373701	Gd	Y	SBrkr	7.4377951217	7.3284373529	8.0777575637	1	0	3	0	5	Gd	11	2	Attchd	1990	Unf	3	6.3868793194	Y	5	2010	WD	Normal	Plywood	5.313205979	0.8	12.6760762748
60	RL	4.1743872699	9.0432226489	Reg	Inside	CollgCr	Norm	1Fam	2Story	6	5	2005	2006	Gable	VinylSd	None	5.1929568509	Gd	TA	PConc	Gd	No	Unf	4.9487598904	728	6.5903010482	Ex	Y	SBrkr	6.5903010482	6.5903010482	7.2834482288	0	0	2	1	3	Gd	8	1	Attchd	2005	Fin	2	5.9661467391	Y	7	2006	New	Partial	VinylSd	6.5903010482	1	12.0075607293
80	RL	3.8286413965	9.9736197747	IR1	CulDSac	ClearCr	Norm	1Fam	SLvl	6	5	1969	1969	Flat	Plywood	None	5.8406416574	TA	TA	CBlock	TA	Gd	ALQ	6.843749949	0	6.843749949	Ex	Y	SBrkr	6.8956826977	0	6.8956826977	1	0	1	0	1	TA	4	2	Attchd	1969	Unf	2	6.2915691396	Y	10	2006	WD	Normal	Plywood	4.521788577	2	12.1007121299
50	RM	3.9120230054	8.7094650791	Reg	Inside	IDOTRR	Norm	1Fam	1.5Fin	4	5	1939	1950	Gable	AsbShng	None	5.081404365	TA	TA	PConc	TA	No	Unf	4.7535901911	732	6.595780514	Gd	Y	SBrkr	6.64898455	5.8607862235	7.0237589547	0	0	1	0	3	TA	4	0	Detchd	1979	Unf	1	5.5759491031	P	6	2007	WD	Normal	AsbShng	6.595780514	0.3333333333	11.512925465
